surah:ayah	position	word	meaning	ayah_link
4:38	14	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/4:38/tafsirs/toBeReplaced'> وَمَنْ يَكُنِ الشَّيْطَانُ لَهُ قَرِينًا فَسَاءَ قَرِينًا</a>
4:60	26	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/4:60/tafsirs/toBeReplaced'> وَيُرِيدُ الشَّيْطَانُ أَنْ يُضِلَّهُمْ ضَلَالًا بَعِيدًا</a>
4:76	15	l-shayṭāni	(of) the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/4:76/tafsirs/toBeReplaced'> فَقَاتِلُوا أَوْلِيَاءَ الشَّيْطَانِ</a>
4:76	18	l-shayṭāni	(of) the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/4:76/tafsirs/toBeReplaced'> إِنَّ كَيْدَ الشَّيْطَانِ كَانَ ضَعِيفًا</a>
4:83	28	l-shayṭāna	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/4:83/tafsirs/toBeReplaced'> وَلَوْلَا فَضْلُ اللَّهِ عَلَيْكُمْ وَرَحْمَتُهُ لَاتَّبَعْتُمُ الشَّيْطَانَ إِلَّا قَلِيلًا</a>
4:119	13	l-shayṭāna	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/4:119/tafsirs/toBeReplaced'> وَمَنْ يَتَّخِذِ الشَّيْطَانَ وَلِيًّا مِنْ دُونِ اللَّهِ فَقَدْ خَسِرَ خُسْرَانًا مُبِينًا</a>
4:120	5	l-shayṭānu	the Shaitaan 	<a style='color:#95C7FF' href='https://quran.com/4:120/tafsirs/toBeReplaced'> يَعِدُهُمْ وَيُمَنِّيهِمْ وَمَا يَعِدُهُمُ الشَّيْطَانُ إِلَّا غُرُورًا</a>
5:90	12	l-shayṭāni	(of) the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/5:90/tafsirs/toBeReplaced'> إِنَّمَا الْخَمْرُ وَالْمَيْسِرُ وَالْأَنْصَابُ وَالْأَزْلَامُ رِجْسٌ مِنْ عَمَلِ الشَّيْطَانِ</a>
5:91	3	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/5:91/tafsirs/toBeReplaced'> إِنَّمَا يُرِيدُ الشَّيْطَانُ أَنْ يُوقِعَ بَيْنَكُمُ الْعَدَاوَةَ وَالْبَغْضَاءَ فِي الْخَمْرِ وَالْمَيْسِرِ</a>
6:43	11	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/6:43/tafsirs/toBeReplaced'> وَلَٰكِنْ قَسَتْ قُلُوبُهُمْ وَزَيَّنَ لَهُمُ الشَّيْطَانُ مَا كَانُوا يَعْمَلُونَ</a>
6:68	16	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/6:68/tafsirs/toBeReplaced'> وَإِمَّا يُنْسِيَنَّكَ الشَّيْطَانُ فَلَا تَقْعُدْ بَعْدَ الذِّكْرَىٰ مَعَ الْقَوْمِ الظَّالِمِينَ</a>
6:71	20	l-shayāṭīnu	(by) the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/6:71/tafsirs/toBeReplaced'> كَالَّذِي اسْتَهْوَتْهُ الشَّيَاطِينُ فِي الْأَرْضِ حَيْرَانَ</a>
6:121	12	l-shayāṭīna	the devils	<a style='color:#95C7FF' href='https://quran.com/6:121/tafsirs/toBeReplaced'> وَإِنَّ الشَّيَاطِينَ لَيُوحُونَ إِلَىٰ أَوْلِيَائِهِمْ لِيُجَادِلُوكُمْ</a>
6:142	12	l-shayṭāni	(of) Shaitaan	<a style='color:#95C7FF' href='https://quran.com/6:142/tafsirs/toBeReplaced'> كُلُوا مِمَّا رَزَقَكُمُ اللَّهُ وَلَا تَتَّبِعُوا خُطُوَاتِ الشَّيْطَانِ</a>
7:20	3	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/7:20/tafsirs/toBeReplaced'> فَوَسْوَسَ لَهُمَا الشَّيْطَانُ لِيُبْدِيَ لَهُمَا مَا وُورِيَ عَنْهُمَا مِنْ سَوْآتِهِمَا</a>
7:22	25	l-shayṭāna	[the] Shaitaan	<a style='color:#95C7FF' href='https://quran.com/7:22/tafsirs/toBeReplaced'> إِنَّ الشَّيْطَانَ لَكُمَا عَدُوٌّ مُبِينٌ</a>
7:27	5	l-shayṭānu	[the] Shaitaan	<a style='color:#95C7FF' href='https://quran.com/7:27/tafsirs/toBeReplaced'> يَا بَنِي آدَمَ لَا يَفْتِنَنَّكُمُ الشَّيْطَانُ كَمَا أَخْرَجَ أَبَوَيْكُمْ مِنَ الْجَنَّةِ</a>
7:27	26	l-shayāṭīna	the devils	<a style='color:#95C7FF' href='https://quran.com/7:27/tafsirs/toBeReplaced'> إِنَّا جَعَلْنَا الشَّيَاطِينَ أَوْلِيَاءَ لِلَّذِينَ لَا يُؤْمِنُونَ</a>
7:30	9	l-shayāṭīna	the devils	<a style='color:#95C7FF' href='https://quran.com/7:30/tafsirs/toBeReplaced'> إِنَّهُمُ اتَّخَذُوا الشَّيَاطِينَ أَوْلِيَاءَ مِنْ دُونِ اللَّهِ</a>
7:175	10	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/7:175/tafsirs/toBeReplaced'> فَانْسَلَخَ مِنْهَا فَأَتْبَعَهُ الشَّيْطَانُ فَكَانَ مِنَ الْغَاوِينَ</a>
7:200	4	l-shayṭāni	[the] Shaitaan	<a style='color:#95C7FF' href='https://quran.com/7:200/tafsirs/toBeReplaced'> وَإِمَّا يَنْزَغَنَّكَ مِنَ الشَّيْطَانِ نَزْغٌ فَاسْتَعِذْ بِاللَّهِ</a>
7:201	8	l-shayṭāni	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/7:201/tafsirs/toBeReplaced'> إِنَّ الَّذِينَ اتَّقَوْا إِذَا مَسَّهُمْ طَائِفٌ مِنَ الشَّيْطَانِ تَذَكَّرُوا</a>
8:11	16	l-shayṭāni	(of) the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/8:11/tafsirs/toBeReplaced'> وَيُذْهِبَ عَنْكُمْ رِجْزَ الشَّيْطَانِ وَلِيَرْبِطَ عَلَىٰ قُلُوبِكُمْ</a>
8:48	4	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/8:48/tafsirs/toBeReplaced'> وَإِذْ زَيَّنَ لَهُمُ الشَّيْطَانُ أَعْمَالَهُمْ</a>
12:5	12	l-shayṭāna	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/12:5/tafsirs/toBeReplaced'> إِنَّ الشَّيْطَانَ لِلْإِنْسَانِ عَدُوٌّ مُبِينٌ</a>
12:42	11	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/12:42/tafsirs/toBeReplaced'> فَأَنْسَاهُ الشَّيْطَانُ ذِكْرَ رَبِّهِ فَلَبِثَ فِي السِّجْنِ بِضْعَ سِنِينَ</a>
12:100	34	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/12:100/tafsirs/toBeReplaced'> وَجَاءَ بِكُمْ مِنَ الْبَدْوِ مِنْ بَعْدِ أَنْ نَزَغَ الشَّيْطَانُ بَيْنِي وَبَيْنَ إِخْوَتِي</a>
14:22	2	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/14:22/tafsirs/toBeReplaced'> وَقَالَ الشَّيْطَانُ لَمَّا قُضِيَ الْأَمْرُ إِنَّ اللَّهَ وَعَدَكُمْ وَعْدَ الْحَقِّ</a>
16:63	10	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/16:63/tafsirs/toBeReplaced'> تَاللَّهِ لَقَدْ أَرْسَلْنَا إِلَىٰ أُمَمٍ مِنْ قَبْلِكَ فَزَيَّنَ لَهُمُ الشَّيْطَانُ أَعْمَالَهُمْ</a>
16:98	7	l-shayṭāni	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/16:98/tafsirs/toBeReplaced'> فَإِذَا قَرَأْتَ الْقُرْآنَ فَاسْتَعِذْ بِاللَّهِ مِنَ الشَّيْطَانِ الرَّجِيمِ</a>
17:27	5	l-shayāṭīni	(of) the devils	<a style='color:#95C7FF' href='https://quran.com/17:27/tafsirs/toBeReplaced'> إِنَّ الْمُبَذِّرِينَ كَانُوا إِخْوَانَ الشَّيَاطِينِ</a>
17:27	7	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/17:27/tafsirs/toBeReplaced'> وَكَانَ الشَّيْطَانُ لِرَبِّهِ كَفُورًا</a>
17:53	8	l-shayṭāna	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/17:53/tafsirs/toBeReplaced'> إِنَّ الشَّيْطَانَ يَنْزَغُ بَيْنَهُمْ</a>
17:53	12	l-shayṭāna	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/17:53/tafsirs/toBeReplaced'> إِنَّ الشَّيْطَانَ كَانَ لِلْإِنْسَانِ عَدُوًّا مُبِينًا</a>
17:64	17	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/17:64/tafsirs/toBeReplaced'> وَمَا يَعِدُهُمُ الشَّيْطَانُ إِلَّا غُرُورًا</a>
18:63	13	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/18:63/tafsirs/toBeReplaced'> فَإِنِّي نَسِيتُ الْحُوتَ وَمَا أَنْسَانِيهُ إِلَّا الشَّيْطَانُ أَنْ أَذْكُرَهُ</a>
19:44	4	l-shayṭāna	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/19:44/tafsirs/toBeReplaced'> يَا أَبَتِ لَا تَعْبُدِ الشَّيْطَانَ</a>
19:44	6	l-shayṭāna	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/19:44/tafsirs/toBeReplaced'> إِنَّ الشَّيْطَانَ كَانَ لِلرَّحْمَٰنِ عَصِيًّا</a>
19:45	10	lilshayṭāni	to the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/19:45/tafsirs/toBeReplaced'> يَا أَبَتِ إِنِّي أَخَافُ أَنْ يَمَسَّكَ عَذَابٌ مِنَ الرَّحْمَٰنِ فَتَكُونَ لِلشَّيْطَانِ وَلِيًّا</a>
19:68	3	wal-shayāṭīna	and the devils	<a style='color:#95C7FF' href='https://quran.com/19:68/tafsirs/toBeReplaced'> فَوَرَبِّكَ لَنَحْشُرَنَّهُمْ وَالشَّيَاطِينَ</a>
19:83	5	l-shayāṭīna	the devils	<a style='color:#95C7FF' href='https://quran.com/19:83/tafsirs/toBeReplaced'> أَلَمْ تَرَ أَنَّا أَرْسَلْنَا الشَّيَاطِينَ عَلَى الْكَافِرِينَ تَؤُزُّهُمْ أَزًّا</a>
20:120	3	l-shayṭānu	Shaitaan	<a style='color:#95C7FF' href='https://quran.com/20:120/tafsirs/toBeReplaced'> فَوَسْوَسَ إِلَيْهِ الشَّيْطَانُ قَالَ يَا آدَمُ هَلْ أَدُلُّكَ عَلَىٰ شَجَرَةِ الْخُلْدِ</a>
21:82	2	l-shayāṭīni	the devils	<a style='color:#95C7FF' href='https://quran.com/21:82/tafsirs/toBeReplaced'> وَمِنَ الشَّيَاطِينِ مَنْ يَغُوصُونَ لَهُ</a>
22:52	13	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/22:52/tafsirs/toBeReplaced'> وَمَا أَرْسَلْنَا مِنْ قَبْلِكَ مِنْ رَسُولٍ وَلَا نَبِيٍّ إِلَّا إِذَا تَمَنَّىٰ أَلْقَى الشَّيْطَانُ فِي أُمْنِيَّتِهِ</a>
22:52	20	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/22:52/tafsirs/toBeReplaced'> فَيَنْسَخُ اللَّهُ مَا يُلْقِي الشَّيْطَانُ ثُمَّ يُحْكِمُ اللَّهُ آيَاتِهِ</a>
22:53	4	l-shayṭānu	the Shaitaan throws	<a style='color:#95C7FF' href='https://quran.com/22:53/tafsirs/toBeReplaced'> لِيَجْعَلَ مَا يُلْقِي الشَّيْطَانُ فِتْنَةً لِلَّذِينَ فِي قُلُوبِهِمْ مَرَضٌ</a>
23:97	7	l-shayāṭīni	(of) the evil ones	<a style='color:#95C7FF' href='https://quran.com/23:97/tafsirs/toBeReplaced'> وَقُلْ رَبِّ أَعُوذُ بِكَ مِنْ هَمَزَاتِ الشَّيَاطِينِ</a>
24:21	7	l-shayṭāni	(of) the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/24:21/tafsirs/toBeReplaced'> يَا أَيُّهَا الَّذِينَ آمَنُوا لَا تَتَّبِعُوا خُطُوَاتِ الشَّيْطَانِ</a>
24:21	11	l-shayṭāni	(of) the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/24:21/tafsirs/toBeReplaced'> وَمَنْ يَتَّبِعْ خُطُوَاتِ الشَّيْطَانِ فَإِنَّهُ يَأْمُرُ بِالْفَحْشَاءِ وَالْمُنْكَرِ</a>
25:29	9	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/25:29/tafsirs/toBeReplaced'> وَكَانَ الشَّيْطَانُ لِلْإِنْسَانِ خَذُولًا</a>
26:210	4	l-shayāṭīnu	the devils	<a style='color:#95C7FF' href='https://quran.com/26:210/tafsirs/toBeReplaced'> وَمَا تَنَزَّلَتْ بِهِ الشَّيَاطِينُ</a>
26:221	6	l-shayāṭīnu	the devils	<a style='color:#95C7FF' href='https://quran.com/26:221/tafsirs/toBeReplaced'> هَلْ أُنَبِّئُكُمْ عَلَىٰ مَنْ تَنَزَّلُ الشَّيَاطِينُ</a>
27:24	10	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/27:24/tafsirs/toBeReplaced'> وَزَيَّنَ لَهُمُ الشَّيْطَانُ أَعْمَالَهُمْ فَصَدَّهُمْ عَنِ السَّبِيلِ</a>
28:15	34	l-shayṭāni	(of) Shaitaan	<a style='color:#95C7FF' href='https://quran.com/28:15/tafsirs/toBeReplaced'> فَوَكَزَهُ مُوسَىٰ فَقَضَىٰ عَلَيْهِ قَالَ هَٰذَا مِنْ عَمَلِ الشَّيْطَانِ</a>
29:38	10	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/29:38/tafsirs/toBeReplaced'> وَزَيَّنَ لَهُمُ الشَّيْطَانُ أَعْمَالَهُمْ فَصَدَّهُمْ عَنِ السَّبِيلِ</a>
31:21	17	l-shayṭānu	Shaitaan was	<a style='color:#95C7FF' href='https://quran.com/31:21/tafsirs/toBeReplaced'> أَوَلَوْ كَانَ الشَّيْطَانُ يَدْعُوهُمْ إِلَىٰ عَذَابِ السَّعِيرِ</a>
35:6	2	l-shayṭāna	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/35:6/tafsirs/toBeReplaced'> إِنَّ الشَّيْطَانَ لَكُمْ عَدُوٌّ فَاتَّخِذُوهُ عَدُوًّا</a>
36:60	9	l-shayṭāna	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/36:60/tafsirs/toBeReplaced'> أَلَمْ أَعْهَدْ إِلَيْكُمْ يَا بَنِي آدَمَ أَنْ لَا تَعْبُدُوا الشَّيْطَانَ</a>
37:65	4	l-shayāṭīni	(of) the devils	<a style='color:#95C7FF' href='https://quran.com/37:65/tafsirs/toBeReplaced'> طَلْعُهَا كَأَنَّهُ رُءُوسُ الشَّيَاطِينِ</a>
38:37	1	wal-shayāṭīna	And the devils	<a style='color:#95C7FF' href='https://quran.com/38:37/tafsirs/toBeReplaced'> وَالشَّيَاطِينَ كُلَّ بَنَّاءٍ وَغَوَّاصٍ</a>
38:41	9	l-shayṭānu	Shaitaan	<a style='color:#95C7FF' href='https://quran.com/38:41/tafsirs/toBeReplaced'> أَنِّي مَسَّنِيَ الشَّيْطَانُ بِنُصْبٍ وَعَذَابٍ</a>
41:36	4	l-shayṭāni	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/41:36/tafsirs/toBeReplaced'> وَإِمَّا يَنْزَغَنَّكَ مِنَ الشَّيْطَانِ نَزْغٌ فَاسْتَعِذْ بِاللَّهِ</a>
43:62	3	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/43:62/tafsirs/toBeReplaced'> وَلَا يَصُدَّنَّكُمُ الشَّيْطَانُ إِنَّهُ لَكُمْ عَدُوٌّ مُبِينٌ</a>
47:25	12	l-shayṭānu	Shaitaan	<a style='color:#95C7FF' href='https://quran.com/47:25/tafsirs/toBeReplaced'> إِنَّ الَّذِينَ ارْتَدُّوا عَلَىٰ أَدْبَارِهِمْ مِنْ بَعْدِ مَا تَبَيَّنَ لَهُمُ الْهُدَى الشَّيْطَانُ سَوَّلَ لَهُمْ</a>
58:10	4	l-shayṭāni	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/58:10/tafsirs/toBeReplaced'> إِنَّمَا النَّجْوَىٰ مِنَ الشَّيْطَانِ لِيَحْزُنَ الَّذِينَ آمَنُوا</a>
58:19	3	l-shayṭānu	the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/58:19/tafsirs/toBeReplaced'> اسْتَحْوَذَ عَلَيْهِمُ الشَّيْطَانُ فَأَنْسَاهُمْ ذِكْرَ اللَّهِ</a>
58:19	9	l-shayṭāni	(of) the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/58:19/tafsirs/toBeReplaced'> أُولَٰئِكَ حِزْبُ الشَّيْطَانِ</a>
58:19	13	l-shayṭāni	(of) the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/58:19/tafsirs/toBeReplaced'> أَلَا إِنَّ حِزْبَ الشَّيْطَانِ هُمُ الْخَاسِرُونَ</a>
59:16	2	l-shayṭāni	(of) the Shaitaan	<a style='color:#95C7FF' href='https://quran.com/59:16/tafsirs/toBeReplaced'> كَمَثَلِ الشَّيْطَانِ إِذْ قَالَ لِلْإِنْسَانِ اكْفُرْ</a>
67:5	8	lilshayāṭīni	for the devils	<a style='color:#95C7FF' href='https://quran.com/67:5/tafsirs/toBeReplaced'> وَلَقَدْ زَيَّنَّا السَّمَاءَ الدُّنْيَا بِمَصَابِيحَ وَجَعَلْنَاهَا رُجُومًا لِلشَّيَاطِينِ</a>
2:14	10	shayāṭīnihim	their evil ones	<a style='color:#95C7FF' href='https://quran.com/2:14/tafsirs/toBeReplaced'> وَإِذَا خَلَوْا إِلَىٰ شَيَاطِينِهِمْ قَالُوا إِنَّا مَعَكُمْ</a>
4:117	10	shayṭānan	Shaitaan 	<a style='color:#95C7FF' href='https://quran.com/4:117/tafsirs/toBeReplaced'> وَإِنْ يَدْعُونَ إِلَّا شَيْطَانًا مَرِيدًا</a>
6:112	6	shayāṭīna	devils	<a style='color:#95C7FF' href='https://quran.com/6:112/tafsirs/toBeReplaced'> وَكَذَٰلِكَ جَعَلْنَا لِكُلِّ نَبِيٍّ عَدُوًّا شَيَاطِينَ الْإِنْسِ وَالْجِنِّ</a>
15:17	4	shayṭānin	devil	<a style='color:#95C7FF' href='https://quran.com/15:17/tafsirs/toBeReplaced'> وَحَفِظْنَاهَا مِنْ كُلِّ شَيْطَانٍ رَجِيمٍ</a>
22:3	11	shayṭānin	devil	<a style='color:#95C7FF' href='https://quran.com/22:3/tafsirs/toBeReplaced'> وَمِنَ النَّاسِ مَنْ يُجَادِلُ فِي اللَّهِ بِغَيْرِ عِلْمٍ وَيَتَّبِعُ كُلَّ شَيْطَانٍ مَرِيدٍ</a>
37:7	4	shayṭānin	devil	<a style='color:#95C7FF' href='https://quran.com/37:7/tafsirs/toBeReplaced'> وَحِفْظًا مِنْ كُلِّ شَيْطَانٍ مَارِدٍ</a>
43:36	8	shayṭānan	a devil	<a style='color:#95C7FF' href='https://quran.com/43:36/tafsirs/toBeReplaced'> وَمَنْ يَعْشُ عَنْ ذِكْرِ الرَّحْمَٰنِ نُقَيِّضْ لَهُ شَيْطَانًا فَهُوَ لَهُ قَرِينٌ</a>
81:25	4	shayṭānin	(of) Shaitaan	<a style='color:#95C7FF' href='https://quran.com/81:25/tafsirs/toBeReplaced'> وَمَا هُوَ بِقَوْلِ شَيْطَانٍ رَجِيمٍ</a>
